case_ref,fraud_type,category,is_scam,channel_name,sub_scenario,detection_method,case_owner_team,case_status,fraud_start_ts,fraud_date,detection_ts,customer_report_ts,resolution_ts,amount_attempted,amount_lost,amount_recovered,net_loss,recovery_rate,transaction_count,reimbursed_flag,provisional_credit_flag,cross_border_flag,detect_lag_hours,report_lag_hours,resolution_days,report_lag_band,product_name,balance_band,zelle_enabled,account_status,customer_ref,age_band,segment,state,city,tenure_years,digital_enrolled,prior_fraud_claims
FRD000004485,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-04-14 21:25:19",2025-04-14,"2025-04-20 02:22:18","2025-04-20 06:21:26","2025-05-09 09:49:44",2373.48,2373.48,1303.81,1069.67,0.5493,3,1,1,0,124,128,24,"3. 3-7d","Auto Loan",$1K-5K,0,active,CUS0000874,25-34,"Consumer Banking",NJ,Newark,7.6,1,0
FRD000008552,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","ML Model","Fraud Ops",Closed-Confirmed,"2026-05-03 18:42:47",2026-05-03,"2026-06-10 18:23:57","2026-06-11 23:42:56","2026-06-20 06:45:58",21732.14,21732.14,4093.29,17638.85,0.1884,3,1,0,0,911,941,47,"4. 7d+","Total Checking",$5K-25K,1,active,CUS0000629,55-64,"Consumer Banking",FL,Tampa,13.4,1,0
FRD000007256,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2025-05-06 12:44:47",2025-05-06,"2025-05-06 15:57:32","2025-05-07 07:04:08","2025-05-30 01:58:15",1273.73,1273.73,123.34,1150.39,0.0968,1,0,0,0,3,18,23,"1. <24h","Freedom Unlimited",$5K-25K,0,active,CUS0001646,45-54,"Consumer Banking",MA,Worcester,7.8,1,0
FRD000001213,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Merchant Alert","Card Services",Closed-Confirmed,"2025-01-22 12:37:42",2025-01-22,"2025-01-23 23:16:14",NULL,"2025-02-12 19:45:56",142.45,75.25,67.41,7.84,0.8958,3,1,0,0,34,NULL,21,"Never Reported","Business Platinum",$25K-100K,0,active,CUS0002441,45-54,"Financial Banking",FL,Orlando,5.6,1,0
FRD000008131,"Business Email Compromise",Authorized,1,"Online Banking","vendor invoice redirect","Customer Reported","Wire Recall",Closed-Confirmed,"2026-05-30 11:39:55",2026-05-30,"2026-05-31 04:34:58","2026-05-31 14:25:41","2026-06-05 06:08:17",37542.51,37542.51,12895.47,24647.04,0.3435,1,0,0,0,16,26,5,"2. 24-72h","Premier Savings",$1K-5K,1,restricted,CUS0000458,55-64,"Consumer Banking",TX,Houston,4.5,1,0
FRD000002031,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services",Closed-Confirmed,"2025-12-10 14:49:02",2025-12-10,"2025-12-11 21:10:21","2025-12-12 01:58:21","2025-12-16 04:31:14",284.79,284.79,284.79,0.00,1.0000,2,0,1,1,30,35,5,"2. 24-72h","Sapphire Preferred",$25K-100K,0,active,CUS0002480,35-44,"Consumer Banking",NY,Albany,22.2,1,0
FRD000006537,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2025-01-26 06:00:07",2025-01-26,"2025-01-26 09:31:49","2025-01-26 16:36:03","2025-01-30 08:51:49",6522.61,6522.61,958.22,5564.39,0.1469,1,0,0,0,3,10,4,"1. <24h","Freedom Unlimited",$1K-5K,0,active,CUS0002805,18-24,"Consumer Banking",NY,Albany,4.3,1,0
FRD000007151,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2025-12-30 08:45:37",2025-12-30,"2025-12-30 11:03:03","2025-12-30 20:19:17","2026-01-20 08:14:15",790.64,790.64,103.08,687.56,0.1304,1,0,0,0,2,11,20,"1. <24h","Business Platinum",$5K-25K,0,active,CUS0000522,45-54,"Financial Banking",FL,Tampa,15.1,1,0
FRD000000266,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Merchant Alert","Card Services",Closed-Confirmed,"2026-05-30 23:34:30",2026-05-30,"2026-05-31 15:30:55",NULL,"2026-06-21 09:39:45",160.24,160.24,160.24,0.00,1.0000,2,1,0,1,15,NULL,21,"Never Reported","Business Platinum",$25K-100K,0,active,CUS0001023,35-44,"Financial Banking",KS,Topeka,11.6,1,0
FRD000005902,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2026-05-25 17:56:21",2026-05-25,"2026-05-25 20:45:56","2026-05-25 21:47:06","2026-06-03 18:27:46",2443.86,2318.62,327.58,1991.04,0.1413,2,1,0,0,2,3,9,"1. <24h","Financial Investment Account",$1K-5K,0,active,CUS0001548,45-54,"Private Client Banking",CA,"San Diego",3.4,1,0
FRD000000675,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Customer Reported","Card Services",Closed-Confirmed,"2025-02-03 17:25:38",2025-02-03,"2025-02-04 22:24:34","2025-02-05 01:43:58","2025-02-15 05:48:28",105.38,105.38,76.82,28.56,0.7290,5,1,1,0,28,32,11,"2. 24-72h","Sapphire Preferred",<$1K,0,active,CUS0001086,55-64,"Consumer Banking",FL,Miami,12.2,1,0
FRD000004568,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-08-30 02:10:36",2024-08-30,"2024-09-10 08:14:41","2024-09-11 23:05:39","2024-09-24 18:55:07",1445.17,1445.17,860.27,584.90,0.5953,1,1,1,0,270,308,25,"4. 7d+","Total Checking",$5K-25K,1,active,CUS0000459,65+,"Consumer Banking",NJ,Newark,7.7,1,0
FRD000004748,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-06-17 23:47:56",2024-06-17,"2024-06-21 17:09:38","2024-06-21 18:18:47","2024-07-28 03:27:48",704.10,704.10,433.28,270.82,0.6154,1,1,1,1,89,90,40,"3. 3-7d","Auto Loan",<$1K,0,active,CUS0001760,35-44,"Consumer Banking",CA,"San Diego",2.5,1,1
FRD000008835,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","Statement Review","Fraud Ops",Closed-Confirmed,"2024-03-10 04:27:03",2024-03-10,"2024-04-05 14:35:05","2024-04-08 10:18:06","2024-04-22 03:37:45",9879.76,9879.76,2247.73,7632.03,0.2275,1,1,1,0,634,701,42,"4. 7d+","Freedom Unlimited",$25K-100K,0,active,CUS0001969,35-44,"Consumer Banking",NJ,Trenton,4.2,1,0
FRD000003954,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Customer Reported","Fraud Ops","Under Review","2025-05-06 15:43:24",2025-05-06,"2025-05-08 09:09:26","2025-05-09 07:48:14",NULL,2989.07,2989.07,1322.96,1666.11,0.4426,1,1,0,1,41,64,NULL,"2. 24-72h","Financial Investment Account",<$1K,0,active,CUS0001806,45-54,"Private Client Banking",KS,Topeka,6.7,1,1
FRD000002053,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services",Closed-Confirmed,"2025-06-05 11:23:51",2025-06-05,"2025-06-06 12:59:40","2025-06-06 20:34:03","2025-06-10 01:08:15",152.69,152.69,105.46,47.23,0.6907,1,1,1,0,25,33,4,"2. 24-72h","Premier Savings",$25K-100K,1,active,CUS0000839,55-64,"Consumer Banking",KS,"Overland Park",1.3,0,2
FRD000006900,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Rules Engine",Claims,Closed-Confirmed,"2025-11-18 08:04:41",2025-11-18,"2025-11-18 16:16:34",NULL,"2025-11-21 06:40:41",2349.25,2349.25,256.72,2092.53,0.1093,1,0,0,0,8,NULL,2,"Never Reported","Freedom Unlimited",<$1K,0,active,CUS0000696,18-24,"Consumer Banking",NJ,Newark,1.5,1,0
FRD000005522,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Rules Engine","Fraud Ops",Closed-Confirmed,"2025-05-26 10:18:05",2025-05-26,"2025-05-29 14:57:14",NULL,"2025-06-13 01:50:16",2802.20,2617.10,990.96,1626.14,0.3786,2,1,0,0,76,NULL,17,"Never Reported","Freedom Unlimited",$25K-100K,0,restricted,CUS0000484,18-24,"Consumer Banking",NJ,Trenton,4.1,1,0
FRD000002553,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Merchant Alert","Card Services",Closed-Confirmed,"2024-10-25 17:22:08",2024-10-25,"2024-10-26 00:34:39","2024-10-26 09:58:11","2024-11-04 09:13:26",170.92,170.92,170.92,0.00,1.0000,3,1,0,0,7,16,9,"1. <24h","Total Checking",$1K-5K,1,closed,CUS0002685,45-54,"Consumer Banking",FL,Tampa,0.6,1,0
FRD000002233,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Customer Reported","Card Services","Closed-No Fraud","2024-11-28 23:17:36",2024-11-28,"2024-11-29 01:56:45","2024-11-29 02:50:58","2024-12-16 18:46:13",184.10,0.00,0.00,0.00,NULL,1,0,0,0,2,3,17,"1. <24h","Business Platinum",$1K-5K,0,active,CUS0001942,55-64,"Financial Banking",KS,Topeka,22.2,1,2
FRD000004245,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-01-21 15:24:07",2025-01-21,"2025-01-24 16:50:09","2025-01-25 08:52:57","2025-01-30 13:18:07",678.39,267.98,125.65,142.33,0.4689,2,1,1,0,73,89,8,"3. 3-7d","Auto Loan",<$1K,0,active,CUS0000648,25-34,"Consumer Banking",CA,"San Francisco",3.1,1,0
FRD000005360,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-12-25 14:40:28",2024-12-25,"2024-12-29 15:44:22","2024-12-30 06:40:10","2025-01-18 10:07:37",4210.04,4210.04,2209.26,2000.78,0.5248,7,1,1,0,97,111,23,"3. 3-7d","Private Client Savings",$25K-100K,1,active,CUS0000381,18-24,"Private Client Banking",MI,Lansing,0.1,1,0
FRD000001134,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services",Closed-Confirmed,"2025-11-18 03:26:53",2025-11-18,"2025-11-18 08:15:06","2025-11-18 15:40:11","2025-12-14 14:30:32",143.26,143.26,133.27,9.99,0.9303,2,1,0,1,4,12,26,"1. <24h","Sapphire Preferred",$5K-25K,0,active,CUS0001571,55-64,"Consumer Banking",FL,Orlando,4.6,1,0
FRD000005428,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","ML Model","Fraud Ops",Closed-Confirmed,"2024-07-04 01:41:32",2024-07-04,"2024-07-05 16:05:34","2024-07-08 01:44:57","2024-07-20 11:41:49",702.61,702.61,241.37,461.24,0.3435,2,1,0,1,38,96,16,"3. 3-7d","Sapphire Preferred",$5K-25K,0,active,CUS0001807,25-34,"Consumer Banking",MA,Springfield,5.8,1,1
FRD000004282,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-02-21 02:55:30",2025-02-21,"2025-02-26 05:27:26","2025-02-26 17:44:42","2025-03-26 14:03:52",4166.82,4166.82,1908.14,2258.68,0.4579,2,1,0,0,122,134,33,"3. 3-7d","Financial Investment Account",$1K-5K,0,active,CUS0000278,45-54,"Private Client Banking",TX,Austin,19.8,1,0
FRD000002189,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Customer Reported","Card Services","Under Review","2024-08-21 11:09:26",2024-08-21,"2024-08-21 17:42:08","2024-08-21 22:34:34",NULL,181.21,181.21,140.09,41.12,0.7731,4,1,1,0,6,11,NULL,"1. <24h","Financial Investment Account",<$1K,0,active,CUS0001734,25-34,"Private Client Banking",FL,Miami,0.9,0,0
FRD000008454,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"ML Model","Fraud Ops",Closed-Confirmed,"2024-02-01 20:45:01",2024-02-01,"2024-04-21 23:04:59",NULL,"2024-04-25 23:56:56",1281.92,1281.92,239.78,1042.14,0.1870,2,1,0,0,1922,NULL,84,"Never Reported","Auto Loan",<$1K,0,active,CUS0000027,25-34,"Consumer Banking",FL,Orlando,9.5,1,1
FRD000006830,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2025-07-29 11:22:02",2025-07-29,"2025-07-29 12:24:10","2025-07-30 08:23:39","2025-08-03 20:12:08",753.14,753.14,64.26,688.88,0.0853,6,0,0,0,1,21,5,"1. <24h","Financial Investment Account",<$1K,0,active,CUS0000186,25-34,"Private Client Banking",NY,Buffalo,9.7,0,0
FRD000005868,"Account Takeover",Unauthorized,0,"Online Banking","SIM swap","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-05-22 13:19:39",2026-05-22,"2026-06-01 03:01:13","2026-06-01 09:29:12","2026-06-20 16:46:30",5499.57,5499.57,2329.28,3170.29,0.4235,4,1,1,0,229,236,29,"4. 7d+","Auto Loan",<$1K,0,active,CUS0000086,45-54,"Consumer Banking",NY,"New York",30.3,1,0
FRD000006178,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-02-25 03:01:53",2024-02-25,"2024-02-25 21:32:18","2024-02-26 01:05:35","2024-03-18 18:23:54",414.23,135.45,13.02,122.43,0.0961,2,0,0,0,18,22,22,"1. <24h","Business Savings",$1K-5K,1,active,CUS0002638,25-34,"Financial Banking",TX,Houston,7.8,1,0
FRD000004020,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","ML Model","Fraud Ops",Closed-Confirmed,"2025-10-29 07:21:21",2025-10-29,"2025-10-31 15:15:32",NULL,"2025-11-17 10:55:09",171.39,27.87,17.89,9.98,0.6419,2,1,0,0,55,NULL,19,"Never Reported","Total Checking",$5K-25K,1,active,CUS0001993,65+,"Consumer Banking",NJ,"Jersey City",26.6,1,0
FRD000006032,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2026-04-04 08:47:32",2026-04-04,"2026-04-04 09:44:40","2026-04-04 12:57:02","2026-05-02 00:00:13",924.36,924.36,138.81,785.55,0.1502,1,0,0,0,0,4,27,"1. <24h","Private Client Savings",$1K-5K,1,closed,CUS0000322,55-64,"Private Client Banking",MA,Boston,4.0,1,0
FRD000008307,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall","Closed-No Fraud","2024-02-29 12:43:57",2024-02-29,"2024-03-03 22:28:07","2024-03-04 10:01:19","2024-03-11 12:34:01",109911.77,0.00,0.00,0.00,NULL,1,0,0,0,81,93,10,"3. 3-7d","Premier Savings",$5K-25K,1,active,CUS0001559,45-54,"Consumer Banking",MI,"Grand Rapids",17.4,1,0
FRD000008103,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2024-12-24 16:10:38",2024-12-24,"2024-12-25 13:32:50","2024-12-25 20:59:05","2025-01-21 19:03:16",247187.79,247187.79,89972.78,157215.01,0.3640,1,0,0,0,21,28,28,"2. 24-72h","Freedom Unlimited",$100K+,0,active,CUS0002502,65+,"Consumer Banking",CA,"San Diego",7.6,0,0
FRD000005144,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-11-07 01:04:00",2024-11-07,"2024-11-08 17:06:33",NULL,"2024-12-01 16:26:40",10413.58,7661.80,4238.78,3423.02,0.5532,3,1,0,1,40,NULL,24,"Never Reported","Business Platinum",$5K-25K,0,active,CUS0000337,65+,"Financial Banking",NJ,Newark,8.6,1,2
FRD000002302,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2025-12-30 14:37:41",2025-12-30,"2025-12-31 17:49:38","2026-01-01 05:23:29","2026-01-13 14:30:36",121.29,96.02,90.78,5.24,0.9454,3,1,0,0,27,38,13,"2. 24-72h","Freedom Unlimited",$25K-100K,0,active,CUS0002356,45-54,"Consumer Banking",TX,Dallas,5.3,1,0
FRD000007120,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Open,"2024-11-06 19:51:50",2024-11-06,"2024-11-07 01:42:35","2024-11-07 09:18:20",NULL,618.10,443.80,62.86,380.94,0.1416,1,0,0,0,5,13,NULL,"1. <24h","Sapphire Preferred",$1K-5K,0,active,CUS0000325,25-34,"Consumer Banking",CA,"San Francisco",11.1,1,0
FRD000000713,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services","Closed-No Fraud","2024-02-21 20:01:44",2024-02-21,"2024-02-22 09:17:16","2024-02-22 10:31:26","2024-03-04 18:52:32",112.89,0.00,0.00,0.00,NULL,4,0,0,0,13,14,11,"1. <24h","Freedom Unlimited",$25K-100K,0,active,CUS0001536,25-34,"Consumer Banking",FL,Miami,19.4,0,0
FRD000004365,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","ML Model","Fraud Ops",Closed-Confirmed,"2024-08-20 10:16:25",2024-08-20,"2024-08-26 09:14:21","2024-08-27 03:57:58","2024-09-04 01:51:09",505.99,505.99,300.52,205.47,0.5939,1,1,1,1,142,161,14,"3. 3-7d","Total Checking",<$1K,1,active,CUS0000130,45-54,"Consumer Banking",CA,"San Francisco",0.6,1,0
FRD000006235,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2025-04-30 16:53:29",2025-04-30,"2025-05-01 04:10:43","2025-05-01 09:08:17","2025-05-27 12:18:35",2605.52,2308.71,340.16,1968.55,0.1473,1,0,0,0,11,16,26,"1. <24h","Auto Loan",$1K-5K,0,active,CUS0002802,45-54,"Consumer Banking",MI,"Grand Rapids",4.6,1,0
FRD000000183,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Merchant Alert","Card Services","Under Review","2024-09-03 20:53:13",2024-09-03,"2024-09-04 01:47:06","2024-09-04 20:52:21",NULL,540.16,540.16,402.43,137.73,0.7450,5,1,0,0,4,23,NULL,"1. <24h","Sapphire Preferred",$25K-100K,0,closed,CUS0002577,25-34,"Consumer Banking",FL,Tampa,5.3,1,0
FRD000004216,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Rules Engine","Fraud Ops",Closed-Confirmed,"2026-06-04 10:22:38",2026-06-04,"2026-06-07 18:18:00","2026-06-08 05:21:50","2026-06-30 12:48:55",1594.07,1594.07,774.30,819.77,0.4857,2,1,1,0,79,90,26,"3. 3-7d","Premier Savings",$5K-25K,1,active,CUS0001662,45-54,"Consumer Banking",PA,Pittsburgh,13.6,1,0
FRD000009681,"Tech Support/Impersonation",Authorized,1,"Online Banking","fake antivirus","Customer Reported",Claims,Open,"2024-09-20 21:31:28",2024-09-20,"2024-09-22 15:04:35","2024-09-23 11:50:54",NULL,5734.70,5734.70,1126.59,4608.11,0.1965,2,0,0,1,41,62,NULL,"2. 24-72h","Total Checking",<$1K,1,active,CUS0002812,65+,"Consumer Banking",NJ,Newark,12.9,1,0
FRD000004578,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-02-14 12:55:05",2024-02-14,"2024-02-21 04:51:56","2024-02-22 00:12:00","2024-03-11 14:42:42",2385.50,621.27,280.09,341.18,0.4508,3,1,1,0,159,179,26,"4. 7d+","Total Checking",<$1K,1,active,CUS0000401,35-44,"Consumer Banking",NY,Albany,0.0,1,0
FRD000008410,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Statement Review","Fraud Ops",Closed-Confirmed,"2024-02-26 19:53:27",2024-02-26,"2024-08-15 12:56:55",NULL,"2024-08-29 12:59:37",8414.03,8414.03,2076.84,6337.19,0.2468,5,1,0,1,4097,NULL,184,"Never Reported","Business Checking",$25K-100K,1,active,CUS0000189,35-44,"Financial Banking",CA,"Los Angeles",3.3,1,0
FRD000002137,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services",Closed-Confirmed,"2025-03-21 15:30:19",2025-03-21,"2025-03-21 23:30:06","2025-03-22 02:33:34","2025-04-06 02:06:32",506.03,506.03,506.03,0.00,1.0000,3,1,0,0,7,11,15,"1. <24h","Freedom Unlimited",$1K-5K,0,active,CUS0002875,45-54,"Consumer Banking",NY,"New York",3.5,1,2
FRD000001882,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services",Closed-Confirmed,"2025-10-24 19:07:32",2025-10-24,"2025-10-24 22:33:45",NULL,"2025-11-18 08:53:26",72.08,72.08,72.04,0.04,0.9994,2,1,0,0,3,NULL,24,"Never Reported","Total Checking",<$1K,1,active,CUS0000652,25-34,"Consumer Banking",TX,Dallas,7.8,1,0
FRD000008669,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","Statement Review","Fraud Ops",Closed-Confirmed,"2025-12-29 05:27:11",2025-12-29,"2026-05-11 08:02:59","2026-05-13 08:41:06","2026-06-08 17:12:45",4613.29,4613.29,828.90,3784.39,0.1797,4,1,1,0,3194,3243,161,"4. 7d+","Sapphire Preferred",<$1K,0,active,CUS0001899,45-54,"Consumer Banking",FL,Tampa,8.5,1,0
FRD000004467,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-08-19 12:21:40",2025-08-19,"2025-08-23 18:37:10","2025-08-25 09:23:18","2025-08-30 11:20:44",1054.54,564.34,347.42,216.92,0.6156,1,1,1,0,102,141,10,"3. 3-7d","Total Checking",$5K-25K,1,active,CUS0001149,45-54,"Consumer Banking",KS,Wichita,3.1,1,0
FRD000006525,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2025-06-22 15:25:54",2025-06-22,"2025-06-22 22:17:58","2025-06-22 23:21:02","2025-06-27 18:09:23",2065.61,982.43,152.49,829.94,0.1552,3,1,0,0,6,7,5,"1. <24h","Freedom Unlimited",<$1K,0,active,CUS0000408,65+,"Consumer Banking",TX,Dallas,0.0,1,0
FRD000009744,"Tech Support/Impersonation",Authorized,1,"Online Banking","refund overpayment","Customer Reported",Claims,Closed-Confirmed,"2025-03-11 15:40:01",2025-03-11,"2025-03-13 14:08:59","2025-03-13 23:56:22","2025-03-27 19:32:47",7750.62,3128.18,991.45,2136.73,0.3169,3,0,0,0,46,56,16,"2. 24-72h","Auto Loan",$1K-5K,0,restricted,CUS0000806,35-44,"Consumer Banking",PA,Harrisburg,6.0,1,0
FRD000008104,"Business Email Compromise",Authorized,1,"Online Banking","closing wire redirect","Customer Reported","Wire Recall",Open,"2026-05-04 11:50:57",2026-05-04,"2026-05-05 11:42:52","2026-05-06 03:10:11",NULL,39799.71,28234.53,8391.07,19843.46,0.2972,1,0,0,0,23,39,NULL,"2. 24-72h","Auto Loan",$5K-25K,0,active,CUS0000132,45-54,"Consumer Banking",NY,Albany,24.4,1,0
FRD000005340,"Account Takeover",Unauthorized,0,"Online Banking","SIM swap","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-12-09 19:31:09",2024-12-09,"2024-12-19 08:19:42","2024-12-20 11:47:59","2024-12-27 16:21:21",2662.26,2662.26,1480.46,1181.80,0.5561,4,1,1,0,228,256,17,"4. 7d+","Auto Loan",<$1K,0,active,CUS0000711,65+,"Consumer Banking",KS,Wichita,0.6,0,0
FRD000001510,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Customer Reported","Card Services",Closed-Confirmed,"2025-02-01 20:52:34",2025-02-01,"2025-02-02 01:29:20","2025-02-02 12:47:45","2025-02-27 20:40:35",155.07,155.07,143.75,11.32,0.9270,1,1,1,0,4,15,25,"1. <24h","Freedom Unlimited",$1K-5K,0,active,CUS0000295,25-34,"Consumer Banking",TX,Houston,0.0,1,0
FRD000008797,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Statement Review","Fraud Ops",Closed-Confirmed,"2024-01-16 14:02:13",2024-01-16,"2024-05-18 08:40:06","2024-05-21 10:25:29","2024-05-25 14:52:34",92821.44,76285.24,12367.77,63917.47,0.1621,1,1,0,0,2946,3020,130,"4. 7d+","Sapphire Preferred",<$1K,0,active,CUS0002129,65+,"Consumer Banking",CA,"San Diego",8.7,1,0
FRD000009156,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","ML Model","Fraud Ops",Closed-Confirmed,"2025-10-01 03:55:07",2025-10-01,"2026-10-21 22:18:53",NULL,"2026-11-02 14:52:16",4588.46,4588.46,918.97,3669.49,0.2003,2,1,0,0,9258,NULL,397,"Never Reported","Total Checking",$1K-5K,1,active,CUS0000993,55-64,"Consumer Banking",KS,Wichita,13.6,1,0
